"Location","Source","Target"
"8290981-0-23170","Meatball",
"8290981-0-23171","Loyal Doggie",
"8290981-0-23172","Runner One",
"8290981-0-23173","Runner Too",
"8290981-0-23174","runner 1",
"8290981-0-23175","Runner 2",
"8290981-0-23176","Angof the Duelist",
"8290981-0-23177","First Mate Lodunn",
"8290981-0-23178","Pact Infantry",
"8290981-0-23179","Pact Infantry",
"8290981-0-23180","Pact Thundermaul",
"8290981-0-23181","Pact Thundermaul",
"8290981-0-23182","Pact Companion",
"8290981-0-23183","Pact Companion",
"8290981-0-23184","Keeper Uxith-Ei",
"8290981-0-23185","Assistant Telixith",
"8290981-0-23186","Assistant Chuneet^F",
"8290981-0-23187","Were-Ghost",
"8290981-0-23188","Aelif^F",
"8290981-0-23189","Sandborn Marksman",
"8290981-0-23190","Sandborn Marksman",
"8290981-0-23191","Sandborn Butcher",
"8290981-0-23192","Sandborn Butcher",
"8290981-0-23193","Sandborn Predator",
"8290981-0-23194","Sandborn Predator",
"8290981-0-23195","Sandborn Bruiser",
"8290981-0-23196","Sandborn Bruiser",
"8290981-0-23197","Trouble-Finder",
"8290981-0-23198","Lyranth^F",
"8290981-0-23199","Dwarven Sphere",
"8290981-0-23200","Dwarven Spider",
"8290981-0-23201","Steam Centurion",
"8290981-0-23202","Dwarven Sphere",
"8290981-0-23203","Dwarven Spider",
"8290981-0-23204","Steam Centurion",
"8290981-0-23205","Arch-Mage Valeyn^M",
"8290981-0-23206","Keeper Uxith-Ei",
"8290981-0-23207","Daela Thadus^F",
"8290981-0-23208","Ancestral Ghost",
"8290981-0-23209","Portal Invisible",
"8290981-0-23210","Birakh-do^M",
"8290981-0-23211","Ariane^F",
"8290981-0-23212","Ancestral Ghost",
"8290981-0-23213","Looks-Under-Rocks^M",
"8290981-0-23214","Girara^F",
"8290981-0-23215","Telbaril Oran^M",
"8290981-0-23216","Uncle Bones^M",
"8290981-0-23217","Seneschal of Carrion^M",
"8290981-0-23218","Court Magister^M",
"8290981-0-23219","Knave of Rooks^M",
"8290981-0-23220","The Castellan^M",
"8290981-0-23221","Crow",
"8290981-0-23222","Dimitri^M",
"8290981-0-23223","Darkfern Archer^m",
"8290981-0-23224","Darkfern Archer^f",
"8290981-0-23225","Darkfern Stalker^m",
"8290981-0-23226","Octavia^F",
"8290981-0-23227","Arch-Mage Valeyn^M",
"8290981-0-23228","Darkfern Stalker^f",
"8290981-0-23229","Elynisi Arthalen^F",
"8290981-0-23230","Meldras Aren^M",
"8290981-0-23231","Rilen Arthalen^M",
"8290981-0-23232","Orara Arthalen^F",
"8290981-0-23233","Merric at-Aswala^M",
"8290981-0-23234","Aelif^F",
"8290981-0-23235","Worm Cultist",
"8290981-0-23236","Horse",
"8290981-0-23237","Tanval Indoril^M",
"8290981-0-23238","Holgunn^M",
"8290981-0-23239","Garyn Indoril^M",
"8290981-0-23240","House Indoril Guard",
"8290981-0-23241","Walks-in-Ash^F",
"8290981-0-23242","Dominion Cutthroat",
"8290981-0-23243","Dominion Pyromage",
"8290981-0-23244","Dominion Cutthroat",
"8290981-0-23245","Dominion Pyromage",
"8290981-0-23246","Looks-Under-Rocks^M",
"8290981-0-23247","Darvynil Savel^M",
"8290981-0-23248","Nariam^M",
"8290981-0-23249","Pact Portal Guard",
"8290981-0-23250","Bad Frost Mage",
"8290981-0-23251","Alban",
"8290981-0-23252","Albine",
"8290981-0-23253","Bad Tank",
"8290981-0-23254","Shadow Cluck",
"8290981-0-23255","Lena Dalvel^F",
"8290981-0-23256","Bad Nightblade",
"8290981-0-23257","Feyne Vildan^F",
"8290981-0-23258","Alit",
"8290981-0-23259","Rainier",
"8290981-0-23260","Quentin",
"8290981-0-23261","Ethan",
"8290981-0-23262","Tree-Minder Fal-Xoc^F",
"8290981-0-23263","Ancient Bonelord",
"8290981-0-23264","Ancient Warrior",
"8290981-0-23265","Ancient Vanguard",
"8290981-0-23266","Wraith",
"8290981-0-23267","Aamela Rethandus^F",
"8290981-0-23268","Mora Devotee",
"8290981-0-23269","Mora Devotee",
"8290981-0-23270","Ja-Reet^M",
"8290981-0-23271","Dwarven Sphere",
"8290981-0-23272","Dwarven Spider",
"8290981-0-23273","Auroran Battlemage",
"8290981-0-23274","Spirit of the Hist^M",
"8290981-0-23275","Worm Slayer",
"8290981-0-23276","Worm Slayer",
"8290981-0-23277","Worm Incendiary",
"8290981-0-23278","Worm Incendiary",
"8290981-0-23279","Worm Thrall",
"8290981-0-23280","Worm Thrall",
"8290981-0-23281","Worm Adept",
"8290981-0-23282","Worm Adept",
"8290981-0-23283","Worm Bonelord",
"8290981-0-23284","Worm Bonelord",
"8290981-0-23285","Worm Savage",
"8290981-0-23286","Worm Savage",
"8290981-0-23287","Keeper Uxith-Ei",
"8290981-0-23288","PVETest Marketing 1 Male",
"8290981-0-23289","PVETest Marketing 2 Male",
"8290981-0-23290","PVETest Marketing 3 Male",
"8290981-0-23291","PVETest Marketing 4 Male",
"8290981-0-23292","PVETest Marketing 1 Female",
"8290981-0-23293","PVETest Marketing 2 Female",
"8290981-0-23294","PVETest Marketing 3 Female",
"8290981-0-23295","PVETest Marketing 4 Female",
"8290981-0-23296","PVETest Dante A1",
"8290981-0-23297","Guard Lawita",
"8290981-0-23298","Guard Gamri",
"8290981-0-23299","Guard Mlimar",
"8290981-0-23300","Jack",
"8290981-0-23301","Assistant Chuneet^F",
"8290981-0-23302","Assistant Telixith^F",
"8290981-0-23303","Dremora Caitiff",
"8290981-0-23304","Skeletal Soldier",
"8290981-0-23305","Skeletal Knight",
"8290981-0-23306","Skeletal Marksman",
"8290981-0-23307","Skeletal Conjurer",
"8290981-0-23308","Dremora Kyngald",
"8290981-0-23309","Dremora Narkynaz",
"8290981-0-23310","Dremora Narkynaz",
"8290981-0-23311","Dremora Harstryl",
"8290981-0-23312","Dremora Harstryl",
"8290981-0-23313","Dremora Hauzkyn",
"8290981-0-23314","Dremora Hauzkyn",
"8290981-0-23315","Dremora Kynval",
"8290981-0-23316","Dremora Kynval",
"8290981-0-23317","Statue of Jaraleet^M",
"8290981-0-23318","Statue of Betzi^F",
"8290981-0-23319","Statue of Awas^F",
"8290981-0-23320","Damien",
"8290981-0-23321","Pharamond",
"8290981-0-23322","Ghyslain",
"8290981-0-23323","Nix-Hound",
"8290981-0-23324","Chapel Door",
"8290981-0-23325","Doshia^F",
"8290981-0-23326","Aelif^F",
"8290981-0-23327","Armando",
"8290981-0-23328","Tedras Relvi^M",
"8290981-0-23329","Old Snapper",
"8290981-0-23330","Ashlander Exile",
"8290981-0-23331","Ashlander Outcast",
"8290981-0-23332","Hadmar the Thin-Boned^M",
"8290981-0-23333","Ashlander Exile",
"8290981-0-23334","Ashlander Outcast",
"8290981-0-23335","Student",
"8290981-0-23336","Student",
"8290981-0-23337","INVIS CASTER",
"8290981-0-23338","Spirit of the Hist^M",
"8290981-0-23339","Ja-Reet^M",
"8290981-0-23340","Gerent Garm^M",
"8290981-0-23341","Vicecanon Servyna^F",
"8290981-0-23342","Maulborn General Darvasen^M",
"8290981-0-23343","Gerent^m",
"8290981-0-23344","Gerent^f",
"8290981-0-23345","Arngauk",
"8290981-0-23346","Fjordir",
"8290981-0-23347","Denthis Romori",
"8290981-0-23348","Lena Dalvel^F",
"8290981-0-23349","Tedras Relvi^M",
"8290981-0-23350","Aelma",
"8290981-0-23351","Vicecanon Heita-Meen^F",
"8290981-0-23352","Gerent Kepanuu^M",
"8290981-0-23353","Gerent Nuleem-Malem^F",
"8290981-0-23354","Domarina",
"8290981-0-23355","Renvis^M",
"8290981-0-23356","Maulborn Black Knight",
"8290981-0-23357","Prisoner^m",
"8290981-0-23358","Gerent Kepanuu^M",
"8290981-0-23359","Valeyn's Familiar",
"8290981-0-23360","Flesh Atronach",
"8290981-0-23361","Yaeeta",
"8290981-0-23362","Molag Bal",
"8290981-0-23363","Steam Centurion",
"8290981-0-23364","Naril Heleran^M",
"8290981-0-23366","Valeyn's Familiar",
"8290981-0-23367","Hadmar the Thin-Boned^M",
"8290981-0-23368","Lena Dalvel^F",
"8290981-0-23369","Tedras Relvi^M",
"8290981-0-23370","Enslaved Student^M",
"8290981-0-23371","Arch-Mage Valeyn^M",
"8290981-0-23372","Ra-shadda^M",
"8290981-0-23373","Ruvali Manothrel^F",
"8290981-0-23374","Captain Hugh^M",
"8290981-0-23375","Vigilant Devotee",
"8290981-0-23376","Kazdi^F",
"8290981-0-23377","Baxel",
"8290981-0-23378","Yfnhi",
"8290981-0-23379","Flesh Atronach",
"8290981-0-23380","Lena Dalvel^F",
"8290981-0-23381","Aernhi",
"8290981-0-23382","Bull Netch",
"8290981-0-23383","Betty Netch",
"8290981-0-23384","Angelus",
"8290981-0-23385","Frigidian",
"8290981-0-23386","Arch-Mage Valeyn^M",
"8290981-0-23387","Xivilai",
"8290981-0-23388","Lava Eruption",
"8290981-0-23389","Lava Eruption Target",
"8290981-0-23390","Villager",
"8290981-0-23391","Dagonite Ruiner",
"8290981-0-23392","Dagonite Ruiner",
"8290981-0-23393","Dagonite Slayer",
"8290981-0-23394","Dagonite Slayer",
"8290981-0-23395","Spirit of the Hist^m",
"8290981-0-23396","Vestige of Saint Veloth^M",
"8290981-0-23397","Roth Vildan^F",
"8290981-0-23398","Reyne Vildan^F",
"8290981-0-23399","Ketha Vildan^F",
"8290981-0-23400","Tah-Tehat^M",
"8290981-0-23401","Ship Guard Helga",
"8290981-0-23402","Deck Hand Julius",
"8290981-0-23403","Aelif^F",
"8290981-0-23404","Aelif^F",
"8290981-0-23405","Worm Cultist",
"8290981-0-23406","Rulantaril's Construct",
"8290981-0-23407","Hannir",
"8290981-0-23408","Niima",
"8290981-0-23409","Deep-In-Cups",
"8290981-0-23410","Aelif^F",
"8290981-0-23411","Crow Mother^F",
"8290981-0-23412","Rulantaril Oran^M",
"8290981-0-23413","Master Aron^M",
"8290981-0-23414","Rulantaril Oran^M",
"8290981-0-23415","Crow Mother^F",
"8290981-0-23416","Molag Bal",
"8290981-0-23417","Acolyte Hlen^M",
"8290981-0-23418","Assistant Goorx^M",
"8290981-0-23419","Telbaril Oran^M",
"8290981-0-23420","Rulantaril Oran^M",
"8290981-0-23421","Rulantaril Oran^M",
"8290981-0-23422","Crow Mother^F",
"8290981-0-23423","Wolf",
"8290981-0-23424","Wolf",
"8290981-0-23425","Giant Bat",
"8290981-0-23426","Crowswood Boar",
"8290981-0-23427","Ship Guard Esmee",
"8290981-0-23428","Wisp",
"8290981-0-23429","Ghost",
"8290981-0-23430","DON'T PLACE MONSTERS NEAR ME",
"8290981-0-23431","The Moonlit Maiden",
"8290981-0-23432","Grizzlehide",
"8290981-0-23433","Buron",
"8290981-0-23434","First Mate Lodunn",
"8290981-0-23435","Barvyn^M",
"8290981-0-23436","Doggie",
"8290981-0-23437","Artie Doggie",
"8290981-0-23438","Bennett",
"8290981-0-23439","Banekin 1",
"8290981-0-23440","Banekin 2",
"8290981-0-23441","Atal af-Tasa^M",
"8290981-0-23442","Peasant",
"8290981-0-23443","Peasant",
"8290981-0-23444","Itchy",
"8290981-0-23445","Monster Uno",
"8290981-0-23446","Monster Dos",
"8290981-0-23447","Loyal Doggie",
"8290981-0-23448","ZeDuelist",
"8290981-0-23449","Wired Doggie",
"8290981-0-23450","Deck Hand Slurpie",
"8290981-0-23451","Cook",
"8290981-0-23452","Steam Centurion",
"8290981-0-23453","Dominion Honor Guard",
"8290981-0-23454","Covenant Color Guard",
"8290981-0-23455","Priest Madrana^F",
"8290981-0-23456","Telbaril Oran^M",
"8290981-0-23457","Nebutil^M",
"8290981-0-23458","Looks-Under-Rocks^M",
"8290981-0-23459","Valaste^F",
"8290981-0-23460","Arch-Mage Shalidor^M",
"8290981-0-23461","Haskill^M",
"8290981-0-23462","Sheogorath^M",
"8290981-0-23463","Arch-Mage Shalidor^M",
"8290981-0-23464","Valaste^F",
"8290981-0-23465","Crow",
"8290981-0-23466","Mudcrab",
"8290981-0-23467","TargetDummy",
"8290981-0-23468","Nix-Hound",
"8290981-0-23469","Bull Netch",
"8290981-0-23470","Betty Netch",
"8290981-0-23471","Slain Adventurer",
"8290981-0-23472","Slain Adventurer",
"8290981-0-23473","Lucien^M",
"8290981-0-23474","Slain Adventurer",
"8290981-0-23475","Knave of Rooks^M",
"8290981-0-23476","Pact Honor Guard",
"8290981-0-23477","Covenant Honor Guard",
"8290981-0-23478","Kaleb Bereouch",
"8290981-0-23479","Crow Vassal",
"8290981-0-23480","Kwama Scrib",
"8290981-0-23481","Rat",
"8290981-0-23482","Ogre",
"8290981-0-23483","Barvyn^M",
"8290981-0-23484","Acolyte Taelu",
"8290981-0-23485","Lodyna Arethi^F",
"8290981-0-23486","Healer Dalen^M",
"8290981-0-23487","Seducer Warrior^f",
"8290981-0-23488","Sainted Guardian",
"8290981-0-23489","Seducer Cutthroat",
"8290981-0-23490","Sainted Soldier",
"8290981-0-23491","Seducer Deadeye",
"8290981-0-23492","Sainted Incendiary^f",
"8290981-0-23493","Dremora Narkynaz",
"8290981-0-23494","Dremora Narkynaz",
"8290981-0-23495","Scamp",
"8290981-0-23496","Healer Dalen^M",
"8290981-0-23497","Gutsripper",
"8290981-0-23498","Mudcrab",
"8290981-0-23499","Alit",
"8290981-0-23500","Mudcrab",
"8290981-0-23501","Lenam Sero",
"8290981-0-23502","Eydvi Iron-Kettle^F",
"8290981-0-23503","Nojaxia^F",
"8290981-0-23504","Not-So-Quick^M",
"8290981-0-23505","Cat",
"8290981-0-23506","Vulture",
"8290981-0-23507","Mammoth",
"8290981-0-23508","Portal Invisible",
"8290981-0-23509","Portal Invisible",
"8290981-0-23510","Portal Invisible",
"8290981-0-23511","Vigrod Wraithbane^M",
"8290981-0-23512","Engling^F",
"8290981-0-23513","Corrupt Magicka",
"8290981-0-23514","Mabrigash Shade",
"8290981-0-23515","Druitularg",
"8290981-0-23516","Bittergreen the Wild",
"8290981-0-23517","The Abomination",
"8290981-0-23518","Valaste",
"8290981-0-23519","MGQ1 Invis Man 1",
"8290981-0-23520","MGQ1 Invis Man 2",
"8290981-0-23521","Sage Odana^F",
"8290981-0-23522","Champion Glimmerwitch",
"8290981-0-23523","Ree-Zish^F",
"8290981-0-23524","Deprecated",
"8290981-0-23525","MGQ1 Invis Man 3",
"8290981-0-23526","Alldin^M",
"8290981-0-23527","Hjelda^F",
"8290981-0-23528","Captain Viveka^F",
"8290981-0-23529","Marcel^M",
"8290981-0-23530","Knudikur^M",
"8290981-0-23531","Raevild Snowraven^F",
"8290981-0-23532","Corrupt Magicka",
"8290981-0-23533","Corrupt Magicka",
"8290981-0-23534","Dajaheel^F",
"8290981-0-23535","Foreman Gandis^M",
"8290981-0-23536","Maraamur^M",
"8290981-0-23537","Reachmen Chieftain",
"8290981-0-23538","Supernal Scamp",
"8290981-0-23539","Nicoline Blightheart^F",
"8290981-0-23540","Spider",
"8290981-0-23541","Spider",
"8290981-0-23542","Spider",
"8290981-0-23543","Vigrod Wraithbane^M",
"8290981-0-23544","Dead Bat",
"8290981-0-23545","Jaknir",
"8290981-0-23546","Adana",
"8290981-0-23547","Narir^M",
"8290981-0-23548","Raena^F",
"8290981-0-23549","Citizen",
"8290981-0-23550","Citizen",
"8290981-0-23551","Combat Synergy Test",
"8290981-0-23552","Combat Synergy Test",
"8290981-0-23553","Combat Synergy Test",
"8290981-0-23554","Maraamur^M",
"8290981-0-23555","Nightmare Butcher",
"8290981-0-23556","Nightmare Icereaver",
"8290981-0-23557","Vigrod Wraithbane^M",
"8290981-0-23558","Foreman Gandis^M",
"8290981-0-23559","Engling^F",
"8290981-0-23560","Geoffroi Stictal^M",
"8290981-0-23561","B. Stower^M",
"8290981-0-23562","Geoffroi Stictal^M",
"8290981-0-23563","Julian Kalere^M",
"8290981-0-23564","Geoffroi Stictal^M",
"8290981-0-23565","Troggg the Bongo-Beater^M",
"8290981-0-23566","Geoff^M",
"8290981-0-23567","Geoffroi Stictal^m",
"8290981-0-23568","Sheogorath^M",
"8290981-0-23569","Corrupt Sentinel^n",
"8290981-0-23570","Frost Atronach",
"8290981-0-23571","Flame Atronach",
"8290981-0-23572","Knight of Marrow^M",
"8290981-0-23573","Engling^F",
"8290981-0-23574","Kwama Queen^M",
"8290981-0-23575","Mammoth",
"8290981-0-23576","Aralyon the Scholar^M",
"8290981-0-23577","Ayleid Spirit^M",
"8290981-0-23578","The Hermit Crow^M",
"8290981-0-23579","Ghost^m",
"8290981-0-23580","Ghost^f",
"8290981-0-23581","Weaves-Nets^m",
"8290981-0-23582","Vicecanon Heita-Meen^F",
"8290981-0-23583","Languishing Remnant^F",
"8290981-0-23584","Loremaster Bragur^M",
"8290981-0-23585","Loremaster Bragur^M",
"8290981-0-23586","Nightmare Tormentor",
"8290981-0-23587","Nightmare Savage",
"8290981-0-23588","Corpse","Cadavere"
"8290981-0-23589","Geoffroi Stictal^m",
"8290981-0-23590","Victim^m",
"8290981-0-23591","Sargon^M",
"8290981-0-23592","Stral Blackthroat^M",
"8290981-0-23593","Prisoner",
"8290981-0-23594","Bloodthorn Assassin",
"8290981-0-23595","Bloodthorn Cultist",
"8290981-0-23596","Pact Soldier",
"8290981-0-23597","Mael Rotvine^M",
"8290981-0-23598","Ambre Gnarltree^F",
"8290981-0-23599","Dustin Graveoak^M",
"8290981-0-23600","Worm Nightfrenzy^F",
"8290981-0-23601","Jorunn the Skald-King^M",
"8290981-0-23602","General Noramil^M",
"8290981-0-23603","Eyes-of-Steel",
"8290981-0-23604","Queen Ayrenn^F",
"8290981-0-23605","Captain Odreth^M",
"8290981-0-23606","Razum-dar^M",
"8290981-0-23607","King Emeric^M",
"8290981-0-23608","High King Fahara'jad^M",
"8290981-0-23609","King Kurog gro-Orsinium^M",
"8290981-0-23610","Sabre Cat",
"8290981-0-23611","Sabre Cat",
"8290981-0-23612","Oaken-Heart-and-Head^M",
"8290981-0-23613","Daeril^M",
"8290981-0-23614","Daeril^M",
"8290981-0-23615","Daeril^M",
"8290981-0-23616","Daeril^M",
"8290981-0-23617","Kidnapped Guy^M",
"8290981-0-23618","Temporarily Free Guy^M",
"8290981-0-23619","Disappearing Bob",
"8290981-0-23620","Daeril^M",
"8290981-0-23621","Bob^M",
"8290981-0-23622","Dead Bat",
"8290981-0-23623","Born-Under-Stars",
"8290981-0-23624","Has-No-Regrets^M",
"8290981-0-23625","Inmate Cutthroat",
"8290981-0-23626","Rescued Captive^m",
"8290981-0-23627","Rescued Captive^f",
"8290981-0-23628","Soldier^f",
"8290981-0-23629","Soldier^m",
"8290981-0-23630","Inmate",
"8290981-0-23631","Inmate",
"8290981-0-23632","Inmate",
"8290981-0-23633","Inmate",
"8290981-0-23634","Inmate",
"8290981-0-23635","Inmate",
"8290981-0-23636","Maulborn Black Knight",
"8290981-0-23637","Maulborn Icewitch",
"8290981-0-23638","Daeril^M",
"8290981-0-23639","Thorned-Blossom^F",
"8290981-0-23640","Daeril^M",
"8290981-0-23641","Daeril^M",
"8290981-0-23642","Disappearing Bob",
"8290981-0-23643","Daeril^M",
"8290981-0-23644","Daeril^M",
"8290981-0-23645","Bob^M",
"8290981-0-23646","MGQ1 Shali Invis Target",
"8290981-0-23647","Rising-in-Still-Waters",
"8290981-0-23648","Fills-Up-on-Fish^M",
"8290981-0-23649","Lena Dalvel^F",
"8290981-0-23650","Tedras Relvi^M",
"8290981-0-23651","Hadmar the Thin-Boned^M",
"8290981-0-23652","Lenam Sero^M",
"8290981-0-23653","Eydvi Iron-Kettle^F",
"8290981-0-23654","Nix Hound",
"8290981-0-23655","Bull Netch",
"8290981-0-23656","Betty Netch",
"8290981-0-23657","Bloodthorn Assassin",
"8290981-0-23658","Bloodthorn Assassin",
"8290981-0-23659","Bloodthorn Necromancer",
"8290981-0-23660","Bloodthorn Necromancer",
"8290981-0-23661","Bloodthorn Incendiary",
"8290981-0-23662","Bloodthorn Incendiary",
"8290981-0-23663","Bloodthorn Cultist",
"8290981-0-23664","Bloodthorn Cultist",
"8290981-0-23665","Bloodthorn Harbinger",
"8290981-0-23666","Bloodthorn Harbinger",
"8290981-0-23667","Maraamur^M",
"8290981-0-23668","Agathe^F",
"8290981-0-23669","Gerent Hernik^M",
"8290981-0-23670","Milam^M",
"8290981-0-23671","Cloggg the Bongo-Thief^M",
"8290981-0-23672","Stand, happy",
"8290981-0-23673","Twilight Boss",
"8290981-0-23674","Bandit3",
"8290981-0-23675","Twilight Boss",
"8290981-0-23676","Supernal Boss^M",
"8290981-0-23677","Zeb's Boss Target",
"8290981-0-23678","Twilight Mender B",
"8290981-0-23679","Cloggg, Bongo-Thief^M",
"8290981-0-23680","Twilight Boss",
"8290981-0-23681","Remelie",
"8290981-0-23682","Vysamel",
"8290981-0-23683","Musician, flute",
"8290981-0-23684","Musician, drum",
"8290981-0-23685","Wielding torch",
"8290981-0-23686","Magic Buff 01",
"8290981-0-23687","MON_Zombie, ALT01",
"8290981-0-23688","MON_Zombie, ALT02",
"8290981-0-23689","MON_Zombie, ALT03: kneel, eat",
"8290981-0-23690","MON_Bloodfiend, ALT01: feral",
"8290981-0-23691","MON: Senche, ALT01: Resting",
"8290981-0-23692","Puzzle Child",
"8290981-0-23693","MON_Ogre, ALT01: tough",
"8290981-0-23694","MON_Beetle, ALT01: combat fake",
"8290981-0-23695","MON_Harpy, ALT01: roosting",
"8290981-0-23696","MON_Wolf, ALT01: sitting",
"8290981-0-23697","MON_Wolf, ALT02: tracking",
"8290981-0-23698","MON_Durzog, ALT01: sitting",
"8290981-0-23699","MON_Durzog, ALT02: tracking",
"8290981-0-23700","MGQ1 CMH Invis Target",
"8290981-0-23701","MON_Goblin, ALT01: speaking",
"8290981-0-23702","MON_Goblin, ALT01: standfiddle",
"8290981-0-23703","MON_Goblin, ALT01: combatready",
"8290981-0-23704","MON_Goblin, ALT01: searching",
"8290981-0-23705","MON_Gargoyle, ALT01 Statue01",
"8290981-0-23706","MON_Gargoyle, ALT02 Statue02",
"8290981-0-23707","MON_Dw. Cent., ALT01 Statue01",
"8290981-0-23708","Engling^F",
"8290981-0-23709","Skald",
"8290981-0-23710","Skald",
"8290981-0-23711","Ree-Zish^F",
